julkaisu_pvm;tuotenimi;malli;tekniset_arvot;tuote_paaryhma_nimi;nimike;viivakoodi;vaaranlaji;tapaus_tulos;tapausnumero;tapauksen_kuvat;muut_tiedot;vastuutaho;asiakirjat;puutteet;paatos
17.04.2018;LEDenergie;6772/PO5561;DS-12W, 230V, 50Hz, IP54, Class II;Valaisimet ja valaisintarvikkeet;Katto- tai seinävalaisin, LED;6430058417712;Sähköisku;Markkinoilta poisto;YNS-20180111-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=39675,http://marek.tukes.fi/Tuote.aspx?kuvaid=39668,http://marek.tukes.fi/Tuote.aspx?kuvaid=39671;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Blue Import BIM Oy ,Maahantuoja,Hampuntie 12-14,36220,KANGASALA;;Tuote ei täytä kotelointiluokan IPX4 (roiskevesikoe) vaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
17.04.2018;Oukitel / myACT (latauslaite);C5 Pro / APS-KI018W4E-G (latauslaite);Input: 100 – 240 V~, 50 – 60 Hz, 0,5 A, Class II. Output: 5 / 7 / 9 VDC, 2,0A;Viihde-elektroniikka;Matkapuhelin;6430066800148;Palo;Markkinoilta poisto;YNS-20180124-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=39778,http://marek.tukes.fi/Tuote.aspx?kuvaid=39775,http://marek.tukes.fi/Tuote.aspx?kuvaid=39776;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;e-ville.com distribution Oy ,Maahantuoja,Yhdystie 1 ,04600,MÄNTSÄLÄ;;Laitteen kotelomateriaali ei täytä standardissa EN 60950 annettuja tulenkestoisuusvaatimuksia.Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60950 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
17.04.2018;Lexxa;433 220 (latauslaite: BDF-841A);DS-20W, 100-240V, 50/60Hz, Class II/III, IP44;Valaisimet ja valaisintarvikkeet;Valonheitin LED, ladattava;6430038492081;Sähköisku;Markkinoilta poisto;JAT-20171208-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=39665,http://marek.tukes.fi/Tuote.aspx?kuvaid=39660,http://marek.tukes.fi/Tuote.aspx?kuvaid=39662,http://marek.tukes.fi/Tuote.aspx?kuvaid=39667,http://marek.tukes.fi/Tuote.aspx?kuvaid=39661;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;SRS Fenno-El Oy ,Maahantuoja,Robert Huberin tie 7,01510,VANTAA;;Valonheittimen latauslaitteen muuntajan (100-240V) ensiö- ja toisiopiirien välinen eristys ei täytä vahvistetulle eristykselle standardissa EN 60598 annettuja vaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta. Päätös koskee valonheitintä, jonka mukana on toimitettu kuvan tietojen mukainen latauslaite.
17.04.2018;Senz;STRAVELKROSS 260806 / SWA2;Input:100-240VAC, 6,3A,1300W @ 220V,650W @ 11V.USB-adapter:Input:100-240VAC,50-60Hz,300mA.Output:5,0VDC,21000mA;Verkkoliitäntäkojeet ja lataus;Siirtymispistokytkin / latauslaite USB;4894526013783;Sähköisku,Palo;Markkinoilta poisto;JAT-20180119-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=39871,http://marek.tukes.fi/Tuote.aspx?kuvaid=39868,http://marek.tukes.fi/Tuote.aspx?kuvaid=39869,http://marek.tukes.fi/Tuote.aspx?kuvaid=39872,http://marek.tukes.fi/Tuote.aspx?kuvaid=39882;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Power Finland Oy ,Maahantuoja,Sammonkatu 75,33540,TAMPERE;;Verkkomuuntajan ensiö- ja toisiokäämien välinen eristys ei täytä vahvistetulle eristykselle standardissa EN 60950 annettuja vaatimuksia. Laitteen kotelomateriaali ei täytä standardissa EN 60950 annettuja tulenkestoisuusvaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60950 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
17.04.2018;e-ville;AC/DC adaptor;Valoletku: DS, 12Vdc, class III, IP20. Verkkoliitäntäkoje: 100-240V, 50/60Hz, 12Vdc / 5A, class II, IP20;Valaisimet ja valaisintarvikkeet;Valonauha, LED;qt3612570008523;Sähköisku,Palo;Palautusmenettely;JAT-20170817-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=38023,http://marek.tukes.fi/Tuote.aspx?kuvaid=38020,http://marek.tukes.fi/Tuote.aspx?kuvaid=38021;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;e-ville.com distribution Oy ,Maahantuoja,Yhdystie 1 ,04600,MÄNTSÄLÄ;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoitujen standardien EN 61558 ja EN 60598 vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
18.04.2018;Zoombang;Pääpanta, joka suojaa iskuilta, taitoluisteluun;yhdellä tai kolmella suojalla;Tavara;Päänsuojain;;Sisäiset vammat;Markkinoilta poisto / muodollinen vaatimustenvastaisuus;KAS-20180219-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=40478;Toiminnanharjoittaja on vapaaehtoisesti sitoutunut lopettamaan tämän tuotteen markkinoinnin, myynnin ja muun luovuttamisen sekä ryhtymään toimenpiteisiin, joilla myymättömät tuotteet saadaan kerätyksi pois markkinoilta. Puute tuotteen turvallisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta www.kkv.fi/kuluttajaneuvonta.;Protective Gear Finland Oy  ,Valmistaja,Kylätie 11-13 ,00320,HELSINKI;;Tuote ei täytä henkilönsuojaimista annetun valtioneuvoston päätöksen (1406/1993) vaatimuksia.;Toiminnanharjoittaja on vapaaehtoisesti ryhtynyt korjaaviin toimenpiteisiin eli keskeyttänyt tuotteen uudet toimitukset ja poistanut tuotteen markkinoilta.
01.01.2018;LED panel light;himmennettävä verkkoliitäntälaite: CM-18VATDN-EHI, valaisin: R12WW;DS-12W, 85-265V, 50/60Hz, IP20, Class II;Valaisimet ja valaisintarvikkeet;Katto- tai seinävalaisin, LED;;Sähköisku;Markkinoilta poisto;JAT-20170817-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=37785,http://marek.tukes.fi/Tuote.aspx?kuvaid=37778,http://marek.tukes.fi/Tuote.aspx?kuvaid=37780,http://marek.tukes.fi/Tuote.aspx?kuvaid=37779;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;LEDiPro Oy Valopuoti,Nettikauppias,Yksityistie 53 ,10210,INKOO;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
01.03.2018;ledtek;LT-12V25WTH;180-240VAC , 0,28A , 50/60Hz. Output: 12VDC , 2,08A , 25W , IP20 , class II;Valaisimet ja valaisintarvikkeet;Verkkoliitäntäkoje, LED valoille;;Sähköisku;Kielto asettaa tuote saataville markkinoilla;JAT-20170817-11;http://marek.tukes.fi/Tuote.aspx?kuvaid=38768,http://marek.tukes.fi/Tuote.aspx?kuvaid=38766,http://marek.tukes.fi/Tuote.aspx?kuvaid=38767;Tukesin päätöksellä talouden toimija on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen, mukaan lukien uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, talouden toimijaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Insinööritoimisto Reitek Oy (Ledtek,  Reitek Consulting, Reitek Management),Maahantuoja,Särkinäräntie 35,95410,TORNIO;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 61347 vaatimuksia.;Tukes on antanut asiasta päätöksen, jolla yritystä kielletään asettamasta tuotetta saataville markkinoilla. Yritys ei saa enää myydä tai muuten luovuttaa tuotteita, joita päätös koskee.
02.05.2018;Make;297854 307301084;16 A, 250 V~, 2P+suojakosketin, kaapeli H05RR-F 3G1,5 mm², pituus 10 m;Asennustarvikkeet, kaapelit, komponentit;Auton lämmittimen liitäntäjohto;0203073010840;Sähköisku;Markkinoilta poisto;YNS-20180213-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=40008,http://marek.tukes.fi/Tuote.aspx?kuvaid=40158,http://marek.tukes.fi/Tuote.aspx?kuvaid=40007,http://marek.tukes.fi/Tuote.aspx?kuvaid=40006;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Kokkolan Halpa-Halli Oy ,Maahantuoja,Kaarlelankatu 7,67100,KOKKOLA;;Auton lämmittimen liitäntäjohto (Ningbo Xuanhua Electric H05RR-F 3G1,5 mm²) ei kestä standardien EN 50525-2-21 ja EN 50363-2-1 mukaista taivutuskoetta alhaisessa lämpötilassa. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 50525 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
01.05.2018;Mobia (Apple);A1400 / MD813ZMA (pakkauksessa);Input: 100-240 VAC, 50-60 Hz, 0,15 A, Suojausluokka II / Class II. Output: 5 VDC, 1,0 A;Verkkoliitäntäkojeet ja lataus;Latauslaite, USB;6430035345847;Sähköisku;Markkinoilta poisto;YNS-20180208-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40277,http://marek.tukes.fi/Tuote.aspx?kuvaid=40274,http://marek.tukes.fi/Tuote.aspx?kuvaid=40275;Saatujen tietojen perusteella kyseessä on kopiotuote, eikä se ole arvokilvessä mainitun tekijän valmistama. Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Mobia Oy ,Maahantuoja,Jorvas HiTech Center / Hirsalantie 11,02420,JORVAS;;Saatujen tietojen perusteella kyseessä on kopiotuote, eikä se ole arvokilvessä mainitun tekijän valmistama. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60950-1 vaatimuksia. Latauslaitteen eristys on puutteellinen.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
02.05.2018;Make;297855 306047042;16 A, 250 V~, 2P+suojakosketin, kaapeli H05RR-F 3G1,5 mm², pituus 2 m;Asennustarvikkeet, kaapelit, komponentit;Auton lämmittimen liitäntäjohto;0203060470428;Sähköisku;Markkinoilta poisto;YNS-20180213-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=39996,http://marek.tukes.fi/Tuote.aspx?kuvaid=40156,http://marek.tukes.fi/Tuote.aspx?kuvaid=39995,http://marek.tukes.fi/Tuote.aspx?kuvaid=39994;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Kokkolan Halpa-Halli Oy ,Maahantuoja,Kaarlelankatu 7,67100,KOKKOLA;;Auton lämmittimen liitäntäjohto (Ningbo Xuanhua Electric H05RR-F 3G1,5 mm²) ei kestä standardien EN 50525-2-21 ja EN 50363-2-1 mukaista taivutuskoetta alhaisessa lämpötilassa. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 50525 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
02.05.2018;Make;297856 306047059;16 A, 250 V~, 2P+suojakosketin, kaapeli H05RR-F 3G1,5 mm², pituus 5 m;Asennustarvikkeet, kaapelit, komponentit;Auton lämmittimen liitäntäjohto;0203060470596;Sähköisku;Markkinoilta poisto;YNS-20180213-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=40004,http://marek.tukes.fi/Tuote.aspx?kuvaid=40157,http://marek.tukes.fi/Tuote.aspx?kuvaid=40003,http://marek.tukes.fi/Tuote.aspx?kuvaid=40002;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Kokkolan Halpa-Halli Oy ,Maahantuoja,Kaarlelankatu 7,67100,KOKKOLA;;Auton lämmittimen liitäntäjohto (Ningbo Xuanhua Electric H05RR-F 3G1,5 mm²) ei kestä standardien EN 50525-2-21 ja EN 50363-2-1 mukaista taivutuskoetta alhaisessa lämpötilassa. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 50525 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
04.05.2018;CRX;CRX3083 (L3231XS), MFY: 2017(148998);DS-13W, 220-240V, 50Hz, class II, IP44;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;6418914916364;Sähköisku;Markkinoilta poisto;YNS-20180205-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40192,http://marek.tukes.fi/Tuote.aspx?kuvaid=40185,http://marek.tukes.fi/Tuote.aspx?kuvaid=40186;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Isojoen Konehalli Oy ,Maahantuoja,Keskustie 26,61850,KAUHAJOKI AS;;Valonheitin ei täytä kotelointiluokan IP44 vaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
07.03.2018;e-ville 10 M led valosarja ulos ja sisälle (Pakkaus: MULTI F;Pakkaus: P33219828, Lamppusarja: -, Ohjain: EK-04;240V;Valaisimet ja valaisintarvikkeet;Lamppusarja, LED;-;Palo,Sähköisku;Palautusmenettely;YNS-20171227-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=39342,http://marek.tukes.fi/Tuote.aspx?kuvaid=39333,http://marek.tukes.fi/Tuote.aspx?kuvaid=39335;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;e-ville.com distribution Oy ,Maahantuoja,Yhdystie 1 ,04600,MÄNTSÄLÄ;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
02.05.2018;LED Rechageable flood light series;P40274484 / ND-202 (latauslaite);Valaisin: DS-10W, 5Vdc, class III, IP66. Verkkoliitäntäkoje: 100-240V, 50/60Hz,  5Vdc / 500mA, class II, IP20;Valaisimet ja valaisintarvikkeet;Valonheitin LED, ladattava;P40274484;Sähköisku,Palo;Palautusmenettely;YNS-20180119-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=40100,http://marek.tukes.fi/Tuote.aspx?kuvaid=40089,http://marek.tukes.fi/Tuote.aspx?kuvaid=40093;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;e-ville.com distribution Oy ,Maahantuoja,Yhdystie 1 ,04600,MÄNTSÄLÄ;;Latauslaitteen eritys kosketeltavien osien ja verkkojännitteisten osien välillä on liian pieni, mikä voi aiheuttaa sähköiskun vaaran. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
02.05.2018;OBH Nordica;6620, 7757, 7758, 7759, 7760;220-240V ~, 300 W;Kotitalouslaitteet;Tehosekoitin;;Leikkautuminen/viiltyminen;Palautusmenettely;MAJ-20180309-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=40579,http://marek.tukes.fi/Tuote.aspx?kuvaid=40577,http://marek.tukes.fi/Tuote.aspx?kuvaid=40578;Jos takaisinveto koskee tuotettasi, lopeta sen käyttäminen ja lähetä se maksutta käyttämällä Postinpalautusnumeroa:Postin palautusnumero 602773InfoCare Workshop OySilvastintie 1, 01510 VantaaLiitä lähetykseen nimesi, osoitteesi ja matkapuhelinnumerosi, jotta voimme lähettää uuden, turvallisen teräosan.HUOMIO: LÄHETÄ PELKKÄ TERÄOSA pahviin pakattuna. Säilytä muut tuotteen osat itselläsi.Mikäli sinulla on kysyttävää, ota yhteys OBH Nordicaan sähköpostitse: recall.fi@groupeseb.comtai puhelimitse: 09-89 46 150.;Groupe SEB Finland Oy (Aputoiminimi: OBH Nordica),Maahantuoja,Pakkalankuja 6,01510,VANDA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=4797,http://marek.tukes.fi/Tuote.aspx?asiakirjaid=4798;Takaisinveto koskee 6620, 7757, 7758, 7759 ja 7760 –teräosia. Joissain harvinaisissatapauksissa sekoitustoiminto voi käynnistyä, kun teräosa asetetaan laitteeseen, vaikka pulloei ole paikallaan.;Yrityksen oma-aloitteinen tuotteen takaisinveto.
02.05.2018;Kerbl;34589;DS-30W, 100-240V, 50/60Hz, class I, IP65, ta -30…50°C;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;4018653345894;Sähköisku;Markkinoilta poisto;JAT-20171010-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=40131,http://marek.tukes.fi/Tuote.aspx?kuvaid=40121,http://marek.tukes.fi/Tuote.aspx?kuvaid=40123,http://marek.tukes.fi/Tuote.aspx?kuvaid=40122;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Hankkija Oy ,Maahantuoja,Peltokuumolantie 4,05800,HYVINKÄÄ;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
02.05.2018;brightsolar;ST038-F;max 40W-E27, 220-240V, 50Hz, IP44, Class II;Valaisimet ja valaisintarvikkeet;Seinävalaisin;6438014136080;Sähköisku;Markkinoilta poisto;YNS-20180123-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=40084,http://marek.tukes.fi/Tuote.aspx?kuvaid=40075,http://marek.tukes.fi/Tuote.aspx?kuvaid=40078,http://marek.tukes.fi/Tuote.aspx?kuvaid=40085;Määräyksellä poistaa tuote markkinoilta talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;J. Kärkkäinen Oy (Suomi Trading),Maahantuoja,Ollilanojankatu 2,84100,YLIVIESKA;;Valaisin ei täytä kotelointiluokan IP 44 vaatimuksia. Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
10.05.2018;4-OK;CLUS2C / RT-29A;Input: AC 110-240 V, 0,35 A, 50-60 Hz, Suojausluokka II / Class II. Output: 5,0 VDC, 2 A;Verkkoliitäntäkojeet ja lataus;Latauslaite, USB;8428728097973;Sähköisku;Palautusmenettely;JAT-20171123-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=40273,http://marek.tukes.fi/Tuote.aspx?kuvaid=40271,http://marek.tukes.fi/Tuote.aspx?kuvaid=40272;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä talouden toimija on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Mobia Oy ,Maahantuoja,Jorvas HiTech Center / Hirsalantie 11,02420,JORVAS;;Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60950-1 vaatimuksia. Latauslaitteen eristys on puutteellinen.;Tukesin tekemä palautusmenettelyä koskeva päätös.
